Wavelength Intensity
630.419 3587.83
630.374 3700.5
630.328 3573.58
630.283 3653.55
630.237 3644.24
630.191 3628.41
630.146 3566.87
630.1 3648.97
630.054 3711.45
630.009 3619.48
629.963 3608.01
629.918 3609.59
629.872 3722.05
629.826 3619.27
629.781 3731.69
629.735 3620.25
629.689 3717.42
629.644 3708.11
629.598 3635.83
629.553 3685.17
629.507 3665.02
629.461 3592.78
629.416 3650.79
629.37 3537.34
629.324 3636.56
629.279 3685.86
629.233 3613.67
629.187 3606.57
629.142 3571.28
629.096 3596.7
629.051 3667.64
629.005 3619.36
628.959 3653.43
628.914 3551.0
628.868 3667.38
628.822 3497.84
628.777 3642.35
628.731 3613.6
628.685 3671.45
628.64 3536.65
628.594 3737.32
628.548 3684.78
628.503 3634.41
628.457 3581.9
628.411 3661.32
628.366 3695.31
628.32 3588.77
628.274 3754.61
628.229 3680.51
628.183 3679.9
628.138 3711.7
628.092 3540.44
628.046 3621.92
628.001 3653.71
627.955 3575.38
627.909 3617.96
627.864 3673.48
627.818 3493.76
627.772 3706.79
627.727 3704.02
627.681 3744.38
627.635 3724.35
627.59 3592.21
627.544 3623.95
627.498 3653.53
627.453 3620.6
627.407 3632.93
627.361 3643.1
627.315 3664.03
627.27 3581.58
627.224 3617.6
627.178 3591.16
627.133 3581.96
627.087 3650.24
627.041 3608.74
626.996 3651.18
626.95 3564.52
626.904 3626.31
626.859 3636.46
626.813 3635.86
626.767 3544.96
626.722 3632.5
626.676 3638.35
626.63 3639.89
626.585 3581.28
626.539 3600.02
626.493 3706.8
626.447 3691.16
626.402 3621.84
626.356 3711.4
626.31 3652.84
626.265 3579.27
626.219 3567.95
626.173 3605.97
626.128 3487.41
626.082 3696.98
626.036 3559.15
625.99 3601.43
625.945 3641.56
625.899 3703.1
625.853 3629.64
625.808 3637.6
625.762 3557.75
625.716 3574.29
625.671 3708.59
625.625 3603.08
625.579 3653.85
625.533 3514.13
625.488 3532.81
625.442 3613.52
625.396 3636.45
625.351 3582.38
625.305 3648.07
625.259 3653.88
625.213 3473.71
625.168 3654.8
625.122 3645.65
625.076 3657.86
625.031 3582.48
624.985 3581.89
624.939 3566.34
624.893 3819.84
624.848 3607.86
624.802 3658.48
624.756 3602.39
624.71 3533.51
624.665 3675.86
624.619 3594.19
624.573 3589.33
624.528 3558.88
624.482 3530.57
624.436 3623.78
624.39 3603.99
624.345 3611.92
624.299 3560.18
624.253 3621.37
624.207 3612.24
624.162 3581.83
624.116 3634.46
624.07 3572.12
624.024 3533.22
623.979 3468.78
623.933 3600.13
623.887 3665.48
623.841 3560.64
623.796 3636.61
623.75 3516.93
623.704 3626.89
623.658 3692.19
623.613 3585.31
623.567 3584.71
623.521 3473.64
623.475 3577.14
623.43 3676.37
623.384 3588.69
623.338 3530.77
623.292 3570.52
623.247 3618.74
623.201 3628.74
623.155 3642.99
623.109 3580.87
623.064 3648.14
623.018 3533.02
622.972 3532.43
622.926 3580.6
622.881 3669.02
622.835 3492.52
622.789 3559.74
622.743 3521.01
622.698 3607.27
622.652 3657.5
622.606 3667.47
622.56 3607.58
622.514 3543.48
622.469 3583.1
622.423 3669.26
622.377 3554.4
622.331 3532.65
622.286 3620.89
622.24 3668.93
622.194 3566.83
622.148 3642.34
622.102 3578.32
622.057 3613.65
622.011 3587.69
621.965 3555.4
621.919 3548.47
621.874 3571.11
621.828 3638.08
621.782 3559.36
621.736 3575.66
621.69 3577.17
621.645 3468.96
621.599 3588.63
621.553 3577.49
621.507 3549.47
621.461 3504.6
621.416 3605.21
621.37 3526.62
621.324 3559.75
621.278 3449.58
621.232 3550.13
621.187 3697.0
621.141 3633.19
621.095 3577.83
621.049 3570.92
621.003 3511.38
620.958 3519.21
620.912 3556.5
620.866 3539.08
620.82 3612.12
620.774 3558.93
620.729 3568.85
620.683 3534.61
620.637 3588.68
620.591 3628.02
620.545 3492.91
620.5 3496.52
620.454 3628.3
620.408 3657.1
620.362 3534.67
620.316 3607.58
620.271 3600.68
620.225 3526.6
620.179 3624.66
620.133 3556.9
620.087 3556.31
620.041 3528.44
619.996 3420.88
619.95 3627.92
619.904 3453.28
619.858 3601.55
619.812 3523.39
619.766 3518.61
619.721 3553.64
619.675 3550.95
619.629 3552.45
619.583 3409.45
619.537 3530.32
619.492 3575.79
619.446 3414.02
619.4 3453.21
619.354 3557.26
619.308 3529.46
619.262 3499.59
619.217 3480.18
619.171 3492.14
619.125 3468.56
619.079 3566.22
619.033 3534.28
618.987 3552.49
618.941 3466.23
618.896 3557.57
618.85 3525.64
618.804 3531.32
618.758 3536.99
618.712 3415.31
618.666 3466.92
618.621 3549.82
618.575 3438.64
618.529 3556.97
618.483 3450.0
618.437 3445.25
618.391 3498.88
618.345 3425.33
618.3 3472.7
618.254 3457.53
618.208 3565.3
618.162 3458.45
618.116 3368.3
618.07 3396.89
618.024 3487.94
617.979 3445.72
617.933 3459.71
617.887 3444.56
617.841 3410.69
617.795 3514.15
617.749 3459.47
617.703 3404.81
617.658 3381.37
617.612 3515.95
617.566 3448.83
617.52 3381.74
617.474 3464.3
617.428 3484.5
617.382 3504.69
617.336 3466.71
617.291 3412.13
617.245 3467.62
617.199 3431.75
617.153 3537.03
617.107 3395.31
617.061 3407.19
617.015 3560.15
616.969 3420.57
616.924 3461.47
616.878 3498.22
616.832 3524.58
616.786 3546.79
616.74 3467.44
616.694 3466.85
616.648 3437.27
616.602 3463.62
616.556 3521.03
616.511 3553.57
616.465 3426.67
616.419 3395.04
616.373 3452.43
616.327 3460.13
616.281 3422.3
616.235 3479.65
616.189 3423.22
616.143 3422.64
616.098 3484.1
616.052 3464.9
616.006 3505.66
615.96 3405.87
615.914 3438.36
615.868 3520.42
615.822 3478.52
615.776 3486.19
615.73 3448.44
615.684 3462.31
615.639 3463.79
615.593 3438.44
615.547 3336.75
615.501 3528.06
615.455 3430.51
615.409 3438.19
615.363 3476.79
615.317 3556.61
615.271 3541.58
615.225 3444.12
615.179 3476.51
615.134 3434.71
615.088 3450.62
615.042 3406.78
614.996 3443.28
614.95 3465.34
614.904 3357.71
614.858 3445.65
614.812 3498.58
614.766 3415.68
614.72 3373.96
614.674 3463.9
614.628 3514.73
614.582 3462.73
614.537 3449.81
614.491 3447.18
614.445 3479.48
614.399 3448.07
614.353 3422.83
614.307 3401.71
614.261 3394.98
614.215 3451.9
614.169 3363.04
614.123 3481.53
614.077 3417.32
614.031 3373.65
613.985 3469.51
613.939 3434.05
613.893 3472.44
613.848 3467.76
613.802 3477.42
613.756 3456.33
613.71 3404.51
613.664 3395.74
613.618 3468.93
613.572 3464.25
613.526 3443.18
613.48 3471.27
613.434 3456.35
613.388 3384.11
613.342 3518.64
613.296 3538.51
613.25 3460.15
613.204 3426.83
613.158 3458.98
613.112 3464.54
613.066 3463.95
613.02 3412.25
612.975 3468.91
612.929 3545.99
612.883 3520.87
612.837 3495.76
612.791 3460.44
612.745 3584.44
612.699 3493.99
612.653 3524.02
612.607 3505.05
612.561 3492.22
612.515 3577.33
612.469 3660.38
612.423 3692.4
612.377 3557.16
612.331 3689.12
612.285 3702.77
612.239 3559.44
612.193 3685.21
612.147 3654.02
612.101 3698.22
612.055 3559.07
612.009 3507.54
611.963 3539.53
611.917 3433.05
611.871 3469.12
611.825 3397.29
611.779 3469.98
611.733 3483.63
611.687 3487.11
611.641 3372.61
611.595 3463.56
611.549 3446.71
611.503 3391.23
611.457 3366.26
611.411 3469.35
611.365 3434.21
611.32 3366.58
611.274 3361.95
611.228 3471.06
611.182 3431.89
611.136 3362.27
611.09 3274.41
611.044 3346.93
610.998 3378.83
610.952 3443.19
610.906 3331.03
610.86 3298.01
610.814 3402.9
610.768 3311.09
610.722 3363.23
610.676 3413.34
610.63 3339.8
610.584 3292.63
610.538 3261.69
610.492 3390.77
610.446 3337.54
610.4 3276.23
610.354 3289.84
610.308 3327.74
610.262 3317.06
610.216 3338.76
610.17 3307.84
610.124 3297.17
610.078 3272.34
610.031 3283.92
609.985 3366.25
609.939 3391.96
609.893 3314.58
609.847 3356.46
609.801 3323.56
609.755 3357.34
609.709 3350.71
609.663 3277.44
609.617 3383.89
609.571 3308.63
609.525 3328.25
609.479 3303.47
609.433 3337.21
609.387 3288.23
609.341 3340.11
609.295 3387.94
609.249 3343.01
609.203 3354.54
609.157 3297.53
609.111 3272.79
609.065 3340.74
609.019 3344.2
608.973 3311.4
608.927 3270.56
608.881 3253.9
608.835 3301.66
608.789 3282.99
608.743 3298.53
608.697 3255.71
608.651 3289.36
608.605 3351.16
608.559 3348.58
608.513 3327.9
608.467 3359.5
608.421 3266.46
608.374 3302.09
608.328 3295.5
608.282 3321.05
608.236 3274.29
608.19 3287.79
608.144 3239.04
608.098 3391.07
608.052 3318.23
608.006 3309.64
607.96 3252.89
607.914 3324.56
607.868 3269.83
607.822 3309.39
607.776 3350.94
607.73 3274.18
607.684 3285.65
607.638 3277.08
607.592 3264.49
607.546 3261.93
607.5 3293.43
607.453 3314.9
607.407 3260.27
607.361 3301.76
607.315 3351.25
607.269 3372.69
607.223 3226.03
607.177 3291.51
607.131 3228.93
607.085 3204.38
607.039 3269.83
606.993 3227.28
606.947 3278.71
606.901 3258.16
606.855 3193.66
606.809 3326.99
606.762 3288.46
606.716 3299.89
606.67 3325.29
606.624 3242.85
606.578 3308.18
606.532 3297.64
606.486 3293.09
606.44 3284.54
606.394 3246.08
606.348 3185.68
606.302 3223.03
606.256 3268.35
606.209 3289.72
606.163 3245.3
606.117 3366.33
606.071 3210.32
606.025 3442.88
605.979 3239.1
605.933 3272.41
605.887 3261.9
605.841 3223.51
605.795 3254.81
605.749 3292.07
605.703 3261.66
605.656 3197.43
605.61 3212.8
605.564 3232.15
605.518 3265.4
605.472 3288.7
605.426 3302.06
605.38 3301.49
605.334 3227.4
605.288 3240.76
605.242 3212.39
605.195 3233.69
605.149 3207.32
605.103 3224.65
605.057 3273.73
605.011 3277.14
604.965 3242.84
604.919 3170.85
604.873 3259.59
604.827 3263.0
604.78 3310.04
604.734 3196.45
604.688 3223.66
604.642 3274.64
604.596 3214.63
604.55 3285.41
604.504 3144.18
604.458 3258.54
604.412 3291.65
604.365 3253.46
604.319 3262.81
604.273 3177.13
604.227 3239.92
604.181 3302.69
604.135 3199.24
604.089 3169.02
604.043 3194.19
603.996 3300.43
603.95 3270.21
603.904 3139.18
603.858 3237.47
603.812 3288.29
603.766 3264.02
603.72 3206.17
603.674 3217.47
603.627 3248.52
603.581 3145.29
603.535 3176.34
603.489 3276.46
603.443 3258.14
603.397 3237.85
603.351 3268.86
603.305 3199.26
603.258 3246.05
603.212 3255.35
603.166 3313.93
603.12 3240.44
603.074 3224.11
603.028 3194.01
602.982 3240.74
602.935 3198.82
602.889 3176.61
602.843 3130.78
602.797 3114.49
602.751 3249.78
602.705 3231.51
602.659 3240.79
602.612 3285.49
602.566 3192.47
602.52 3221.43
602.474 3248.4
602.428 3220.32
602.382 3241.39
602.335 3286.04
602.289 3173.47
602.243 3178.82
602.197 3193.99
602.151 3222.9
602.105 3245.91
602.059 3164.86
602.012 3295.84
601.966 3204.99
601.92 3220.14
601.874 3211.74
601.828 3191.57
601.782 3198.87
601.735 3215.97
601.689 3252.67
601.643 3267.79
601.597 3237.83
601.551 3135.38
601.505 3223.0
601.458 3118.63
601.412 3114.17
601.366 3240.93
601.32 3171.84
601.274 3198.7
601.228 3188.37
601.181 3250.44
601.135 3165.75
601.089 3118.26
601.043 3162.71
600.997 3156.3
600.95 3224.19
600.904 3215.82
600.858 3193.76
600.812 3085.73
600.766 3202.44
600.72 3201.88
600.673 3107.58
600.627 3204.69
600.581 3147.52
600.535 3141.12
600.489 3148.39
600.442 3149.8
600.396 3172.67
600.35 3168.22
600.304 3132.57
600.258 3217.84
600.211 3207.53
600.165 3181.64
600.119 3153.8
600.073 3161.06
600.027 3131.28
599.98 3103.47
599.934 3136.05
599.888 3143.3
599.842 3140.81
599.796 3136.38
599.749 3213.7
599.703 3141.14
599.657 3123.08
599.611 3132.27
599.565 3089.92
599.518 3047.57
599.472 3142.32
599.426 3091.23
599.38 3114.03
599.334 3158.19
599.287 3105.18
599.241 3203.73
599.195 3158.5
599.149 3132.71
599.103 3207.9
599.056 3053.97
599.01 3117.5
598.964 3087.86
598.918 3205.69
598.871 3146.94
598.825 3105.66
598.779 3157.49
598.733 3133.67
598.687 3164.16
598.64 3212.07
598.594 3157.25
598.548 3110.2
598.502 3107.73
598.455 3128.5
598.409 3056.3
598.363 3106.12
598.317 3097.84
598.271 3045.04
598.224 3106.45
598.178 3034.31
598.132 3138.27
598.086 3137.73
598.039 3055.95
597.993 3113.44
597.947 2973.69
597.901 3075.63
597.855 3080.9
597.808 3086.17
597.762 3141.67
597.716 3139.19
597.67 3082.64
597.623 3041.55
597.577 3071.92
597.531 3040.5
597.485 3072.79
597.438 3062.61
597.392 3058.22
597.346 3051.91
597.3 3020.52
597.253 2994.93
597.207 3083.1
597.161 3090.28
597.115 3085.89
597.068 3133.54
597.022 3038.58
596.976 2912.84
596.93 3091.47
596.883 3065.9
596.837 3051.89
596.791 3043.66
596.745 3033.51
596.698 3100.34
596.652 3047.85
596.606 3080.03
596.56 3025.64
596.513 2980.89
596.467 2993.83
596.421 3020.23
596.375 3013.94
596.328 3151.79
596.282 2951.41
596.236 2991.24
596.189 2992.65
596.143 3030.54
596.097 3095.3
596.051 3035.25
596.004 3019.37
595.958 3011.17
595.912 3004.89
595.866 3040.82
595.819 2959.73
595.773 3068.54
595.727 2966.38
595.681 3017.63
595.634 3032.44
595.588 3030.0
595.542 2943.25
595.495 2986.8
595.449 3049.5
595.403 2960.87
595.357 3012.06
595.31 3097.69
595.264 3011.02
595.218 2985.62
595.171 2933.43
595.125 3011.37
595.079 2982.15
595.033 2945.3
594.986 2990.68
594.94 3024.57
594.894 2999.2
594.847 3048.37
594.801 2990.52
594.755 3024.39
594.709 2945.55
594.662 3000.42
594.616 3015.18
594.57 2934.47
594.523 2941.59
594.477 3023.15
594.431 2982.56
594.384 2976.31
594.338 2928.11
594.292 2942.86
594.246 2909.93
594.199 3040.98
594.153 3025.2
594.107 2902.7
594.06 2936.5
594.014 2945.51
593.968 3057.39
593.921 2931.16
593.875 2991.59
593.829 3008.2
593.783 2988.64
593.736 2932.93
593.69 2913.39
593.644 2874.83
593.597 2906.67
593.551 2894.76
593.505 2841.01
593.458 2994.52
593.412 2887.55
593.366 2890.85
593.319 2896.05
593.273 2916.44
593.227 2933.03
593.18 2962.91
593.134 2895.93
593.088 2885.94
593.042 2851.27
592.995 2884.93
592.949 2918.59
592.903 2976.9
592.856 2925.16
592.81 2900.0
592.764 2835.02
592.717 2887.61
592.671 2936.4
592.625 2909.35
592.578 2950.54
592.532 2828.77
592.486 2866.16
592.439 2913.01
592.393 2904.93
592.347 2800.29
592.3 2875.53
592.254 2789.85
592.208 2776.12
592.161 2802.13
592.115 2862.18
592.069 2837.09
592.022 2940.6
591.976 2917.4
591.93 2901.77
591.883 2874.81
591.837 2876.2
591.791 2900.26
591.744 2897.86
591.698 2848.25
591.652 2834.54
591.605 2820.83
591.559 2927.94
591.512 2884.02
591.466 2857.09
591.42 2796.22
591.373 2824.03
591.327 2874.46
591.281 2834.36
591.234 2864.03
591.188 2861.65
591.142 2885.65
591.095 2841.81
591.049 2820.59
591.003 2750.39
590.956 2906.25
590.91 2758.85
590.864 2816.74
590.817 2833.19
590.771 2757.41
590.724 2830.32
590.678 2807.25
590.632 2906.46
590.585 2723.51
590.539 2832.11
590.493 2762.05
590.446 2701.41
590.4 2772.36
590.354 2796.31
590.307 2741.33
590.261 2825.39
590.214 2809.87
590.168 2790.6
590.122 2703.74
590.075 2755.84
590.029 2723.45
589.983 2768.01
589.936 2705.61
589.89 2731.4
589.843 2757.18
589.797 2790.46
589.751 2750.59
589.704 2810.1
589.658 2712.15
589.612 2686.38
589.565 2660.61
589.519 2740.7
589.472 2749.59
589.426 2827.76
589.38 2776.71
589.333 2705.09
589.287 2743.92
589.24 2737.83
589.194 2703.67
589.148 2738.74
589.101 2773.8
589.055 2722.83
589.009 2741.05
588.962 2755.52
588.916 2730.74
588.869 2694.76
588.823 2690.55
588.777 2761.07
588.73 2756.85
588.684 2806.79
588.637 2810.03
588.591 2901.02
588.545 2855.71
588.498 2687.26
588.452 2757.69
588.405 2766.54
588.359 2726.88
588.313 2765.57
588.266 2718.47
588.22 2649.02
588.173 2706.34
588.127 2672.32
588.081 2737.06
588.034 2622.95
587.988 2749.14
587.941 2655.55
587.895 2660.67
587.848 2701.16
587.802 2568.54
587.756 2743.02
587.709 2636.48
587.663 2682.53
587.616 2646.72
587.57 2674.15
587.524 2655.09
587.477 2652.76
587.431 2695.05
587.384 2636.97
587.338 2604.92
587.291 2652.76
587.245 2646.73
587.199 2599.84
587.152 2593.81
587.106 2660.18
587.059 2665.29
587.013 2655.54
586.967 2590.14
586.92 2587.83
586.874 2591.08
586.827 2681.5
586.781 2567.93
586.734 2636.06
586.688 2709.74
586.642 2548.04
586.595 2577.24
586.549 2641.63
586.502 2526.33
586.456 2624.03
586.409 2608.76
586.363 2608.3
586.316 2628.2
586.27 2601.84
586.224 2556.97
586.177 2584.27
586.131 2589.37
586.084 2631.45
586.038 2590.31
585.991 2608.34
585.945 2620.82
585.898 2679.49
585.852 2630.98
585.806 2519.69
585.759 2580.19
585.713 2550.19
585.666 2560.82
585.62 2636.06
585.573 2578.38
585.527 2612.99
585.48 2592.23
585.434 2601.0
585.388 2585.79
585.341 2511.57
585.295 2520.35
585.248 2532.81
585.202 2536.05
585.155 2611.16
585.109 2551.74
585.062 2560.51
585.016 2480.86
584.969 2596.43
584.923 2572.04
584.877 2516.37
584.83 2519.61
584.784 2589.09
584.737 2570.23
584.691 2573.46
584.644 2630.02
584.598 2600.14
584.551 2526.14
584.505 2551.43
584.458 2523.41
584.412 2535.83
584.365 2465.57
584.319 2483.51
584.272 2512.45
584.226 2493.65
584.179 2506.06
584.133 2522.14
584.087 2418.92
584.04 2546.94
583.994 2506.13
583.947 2558.89
583.901 2505.25
583.854 2479.14
583.808 2480.53
583.761 2476.43
583.715 2525.48
583.668 2481.06
583.622 2528.25
583.575 2514.98
583.529 2441.28
583.482 2495.79
583.436 2541.12
583.389 2502.23
583.343 2435.915
583.296 2369.6
583.25 2460.66
583.203 2390.72
583.157 2507.34
583.11 2516.04
583.064 2500.97
583.017 2465.8
582.971 2467.19
582.924 2486.86
582.878 2506.52
582.831 2533.47
582.785 2525.72
582.738 2408.41
582.692 2426.25
582.645 2447.72
582.599 2425.39
582.552 2423.14
582.506 2497.51
582.459 2477.0
582.413 2452.86
582.366 2423.25
582.32 2466.58
582.273 2436.98
582.227 2400.1
582.18 2381.45
582.134 2442.97
582.087 2395.18
582.041 2407.51
581.994 2494.48
581.948 2433.97
581.901 2429.9
581.855 2393.07
581.808 2403.56
581.762 2395.86
581.715 2453.64
581.669 2369.56
581.622 2432.78
581.576 2441.44
581.529 2421.01
581.483 2458.75
581.436 2405.62
581.39 2494.21
581.343 2386.61
581.297 2362.58
581.25 2414.81
581.204 2321.8
581.157 2390.36
581.11 2368.17
581.064 2364.12
581.017 2374.58
580.971 2327.01
580.924 2408.2
580.878 2425.9
580.831 2369.28
580.785 2372.48
580.738 2457.23
580.692 2474.92
580.645 2365.79
580.599 2407.03
580.552 2346.85
580.506 2333.76
580.459 2295.33
580.413 2410.75
580.366 2404.9
580.319 2406.28
580.273 2337.12
580.226 2336.7
580.18 2350.76
580.133 2388.31
580.087 2393.31
580.04 2363.97
579.994 2401.49
579.947 2370.36
579.901 2344.65
579.854 2365.9
579.807 2340.2
579.761 2393.95
579.714 2305.08
579.668 2246.92
579.621 2334.94
579.575 2383.23
579.528 2348.54
579.482 2369.77
579.435 2376.56
579.388 2296.81
579.342 2321.64
579.295 2350.06
579.249 2378.48
579.202 2340.22
579.156 2365.02
579.109 2260.15
579.063 2288.56
579.016 2306.16
578.969 2249.95
578.923 2283.74
578.876 2214.96
578.83 2360.29
578.783 2260.94
578.737 2312.69
578.69 2301.5
578.644 2272.32
578.597 2261.14
578.55 2278.71
578.504 2289.08
578.457 2277.9
578.411 2281.08
578.364 2280.68
578.318 2271.3
578.271 2270.89
578.224 2320.75
578.178 2363.4
578.131 2301.98
578.085 2281.84
578.038 2245.56
577.992 2307.93
577.945 2253.73
577.898 2290.97
577.852 2340.75
577.805 2250.73
577.759 2304.08
577.712 2301.88
577.665 2267.45
577.619 2184.67
577.572 2349.0
577.526 2253.71
577.479 2285.52
577.433 2238.59
577.386 2250.71
577.339 2236.0
577.293 2264.22
577.246 2276.34
577.2 2263.42
577.153 2257.65
577.106 2223.29
577.06 2251.49
577.013 2252.87
576.967 2314.99
576.92 2253.86
576.873 2285.6
576.827 2224.49
576.78 2258.01
576.734 2254.04
576.687 2262.56
576.64 2244.32
576.594 2144.03
576.547 2295.23
576.501 2277.0
576.454 2199.93
576.407 2201.32
576.361 2314.99
576.314 2246.86
576.268 2273.19
576.221 2244.28
576.174 2210.05
576.128 2181.16
576.081 2312.51
576.035 2169.71
575.988 2244.06
575.941 2156.48
575.895 2221.92
575.848 2241.09
575.802 2246.02
575.755 2202.95
575.708 2193.67
575.662 2187.94
575.615 2210.66
575.568 2208.48
575.522 2177.89
575.475 2232.56
575.429 2200.2
575.382 2215.79
575.335 2211.84
575.289 2149.33
575.242 2209.28
575.195 2215.98
575.149 2208.49
575.102 2165.53
575.056 2182.88
575.009 2221.49
574.962 2210.46
574.916 2156.9
574.869 2245.11
574.822 2147.27
574.776 2175.23
574.729 2142.96
574.683 2193.93
574.636 2105.01
574.589 2180.75
574.543 2176.82
574.496 2190.59
574.449 2124.74
574.403 2191.58
574.356 2122.21
574.309 2190.79
574.263 2158.58
574.216 2175.87
574.17 2161.34
574.123 2150.36
574.076 2149.97
574.03 2123.095
573.983 2096.22
573.936 2139.99
573.89 2090.18
573.843 2132.17
573.796 2126.49
573.75 2120.82
573.703 2111.62
573.656 2107.71
573.61 2107.33
573.563 2098.14
573.517 2129.5
573.47 2081.53
573.423 2192.17
573.377 2156.54
573.33 2119.17
573.283 2067.71
573.237 2148.34
573.19 2156.76
573.143 2172.22
573.097 2067.99
573.05 2085.22
573.003 2118.27
572.957 2128.45
572.91 2179.07
572.863 2118.89
572.817 2046.43
572.77 2123.41
572.723 2121.27
572.677 2064.66
572.63 2057.26
572.583 2116.62
572.537 2098.68
572.49 2043.87
572.443 2108.46
572.397 2083.51
572.35 2093.66
572.303 2091.53
572.257 2092.91
572.21 2097.8
572.163 2116.71
572.117 2005.87
572.07 2144.0
572.023 2055.98
571.977 2010.05
571.93 2062.25
571.883 2075.9
571.837 2035.24
571.79 2066.4
571.743 2078.28
571.697 2053.4
571.65 1995.28
571.603 2089.41
571.557 2076.79
571.51 2090.41
571.463 2028.82
571.416 2056.44
571.37 2003.62
571.323 2031.23
571.276 2046.59
571.23 2058.46
571.183 2023.15
571.136 2111.87
571.09 1984.0
571.043 2050.0
570.996 2047.88
570.95 2085.92
570.903 1979.08
570.856 2003.16
570.809 1978.37
570.763 1981.5
570.716 2019.52
570.669 2006.95
570.623 2065.86
570.576 1983.57
570.529 2000.64
570.483 1942.78
570.436 2029.53
570.389 1952.53
570.343 2047.96
570.296 2007.55
570.249 2007.19
570.202 2001.6
570.156 2004.72
570.109 2060.04
570.062 2042.27
570.016 1932.33
569.969 2046.76
569.922 2009.88
569.875 2012.99
569.829 2040.44
569.782 1951.45
569.735 1996.27
569.689 1973.33
569.642 1962.55
569.595 1939.62
569.548 1918.44
569.502 1938.93
569.455 1962.87
569.408 2002.43
569.362 1995.13
569.315 1934.06
569.268 1954.52
569.221 1954.17
569.175 1913.95
569.128 1953.47
569.081 1949.65
569.035 1999.55
568.988 1931.62
568.941 1984.97
568.894 1901.49
568.848 1960.02
568.801 1956.2
568.754 1967.96
568.707 1950.3
568.661 1885.93
568.614 1895.97
568.567 1938.87
568.521 1917.77
568.474 1913.97
568.427 1941.28
568.38 1921.92
568.334 1854.18
568.287 1883.22
568.24 1919.15
568.193 1898.08
568.147 1921.91
568.1 1997.53
568.053 1893.6
568.006 1881.18
567.96 1903.27
567.913 1908.1
567.866 1871.54
567.82 1886.72
567.773 1931.21
567.726 1867.08
567.679 1808.13
567.633 1875.02
567.586 1879.85
567.539 1896.74
567.492 1880.89
567.446 1816.84
567.399 1871.61
567.352 1814.46
567.305 1898.47
567.259 1829.29
567.212 1828.96
567.165 1820.03
567.118 1890.22
567.072 1881.28
567.025 1837.95
566.978 1829.03
566.931 1878.54
566.885 1804.31
566.838 1840.06
566.791 1884.39
566.744 1805.05
566.697 1863.11
566.651 1859.33
566.604 1812.65
566.557 1783.15
566.51 1818.86
566.464 1818.53
566.417 1806.2
566.37 1855.6
566.323 1827.83
566.277 1789.79
566.23 1868.31
566.183 1801.14
566.136 1816.23
566.09 1836.46
566.043 1829.28
565.996 1806.68
565.949 1754.99
565.902 1876.22
565.856 1780.03
565.809 1781.42
565.762 1810.18
565.715 1775.64
565.669 1775.32
565.622 1836.56
565.575 1790.06
565.528 1776.06
565.481 1796.25
565.435 1775.42
565.388 1766.56
565.341 1791.86
565.294 1812.03
565.248 1712.66
565.201 1787.47
565.154 1790.56
565.107 1764.64
565.06 1795.03
565.014 1762.29
564.967 1813.14
564.92 1800.88
564.873 1745.99
564.826 1774.65
564.78 1760.7
564.733 1811.5
564.686 1749.83
564.639 1754.63
564.593 1721.105
564.546 1687.58
564.499 1688.97
564.452 1778.89
564.405 1746.23
564.359 1781.65
564.312 1720.08
564.265 1746.98
564.218 1777.28
564.171 1717.44
564.125 1740.93
564.078 1701.52
564.031 1701.21
563.984 1641.43
563.937 1758.35
563.891 1722.36
563.844 1718.65
563.797 1728.53
563.75 1718.03
563.703 1693.96
563.657 1673.28
563.61 1698.43
563.563 1737.14
563.516 1740.22
563.469 1731.42
563.422 1702.28
563.376 1695.19
563.329 1647.43
563.282 1665.77
563.235 1670.55
563.188 1656.69
563.142 1725.83
563.095 1703.51
563.048 1711.66
563.001 1636.87
562.954 1673.81
562.908 1707.34
562.861 1659.66
562.814 1718.56
562.767 1647.22
562.72 1670.59
562.673 1636.48
562.627 1691.96
562.58 1698.41
562.533 1660.93
562.486 1670.76
562.439 1626.54
562.392 1649.89
562.346 1679.98
562.299 1669.55
562.252 1643.93
562.205 1643.63
562.158 1619.71
562.111 1636.28
562.065 1635.98
562.018 1627.25
561.971 1608.41
561.924 1651.95
561.877 1641.53
561.83 1626.07
561.784 1699.9
561.737 1644.01
561.69 1618.44
561.643 1626.57
561.596 1643.11
561.549 1614.19
561.503 1674.48
561.456 1645.57
561.409 1680.6
561.362 1624.79
561.315 1627.86
561.268 1548.54
561.222 1660.89
561.175 1647.14
561.128 1613.23
561.081 1601.17
561.034 1585.76
560.987 1659.37
560.94 1561.67
560.894 1621.83
560.847 1619.86
560.8 1596.06
560.753 1631.01
560.706 1618.97
560.659 1640.48
560.613 1574.78
560.566 1628.14
560.519 1664.73
560.472 1592.35
560.425 1598.76
560.378 1580.04
560.331 1551.27
560.285 1609.61
560.238 1577.5
560.191 1547.07
560.144 1566.88
560.097 1551.53
560.05 1608.14
560.003 1524.19
559.956 1530.61
559.91 1598.9
559.863 1593.59
559.816 1544.82
559.769 1569.61
559.722 1562.64
559.675 1555.67
559.628 1582.11
559.582 1511.67
559.535 1526.42
559.488 1602.95
559.441 1559.25
559.394 1532.26
559.347 1578.71
559.3 1518.35
559.253 1591.48
559.207 1579.51
559.16 1519.19
559.113 1538.92
559.066 1543.64
559.019 1516.69
558.972 1553.07
558.925 1512.8
558.878 1497.53
558.832 1543.89
558.785 1531.95
558.738 1499.21
558.691 1466.47
558.644 1562.73
558.597 1569.1
558.55 1523.9
